iter	RMSE
147	2.505290118
148	2.498116623
149	2.494663891
150	2.487507322
151	2.482872828
152	2.477943965
153	2.473093775
154	2.469097053
155	2.463433904
156	2.457436943
157	2.452653056
158	2.450315784
159	2.445468588
160	2.443248754
161	2.438354758
162	2.434129233
163	2.431552868
164	2.423567526
165	2.414259149
166	2.411844895
167	2.408795527
168	2.407011385
169	2.398488882
170	2.39291385
171	2.389876144
172	2.38614359
173	2.381744787
174	2.379602212
175	2.37568513
176	2.372143084
177	2.365527089
178	2.361052603
179	2.35450032
180	2.349542972
181	2.343797715
182	2.335063243
183	2.329972686
184	2.319547553
185	2.316906008
186	2.313493329
187	2.308624712
188	2.302251396
189	2.299843333
190	2.295565692
191	2.29316716
192	2.286713311
193	2.282414456
194	2.280654868
195	2.277513678
196	2.274276559
197	2.27208561
198	2.2663107
199	2.260728598
200	2.255954986
201	2.253310645
202	2.247739322
203	2.246583205
204	2.24210457
205	2.240690008
206	2.237708897
207	2.232722095
208	2.230467219
209	2.223679759
210	2.222479488
211	2.217891449
212	2.2134236
213	2.211263031
214	2.208605484
215	2.206940435
216	2.203126475
217	2.201603947
218	2.196694757
219	2.192212071
220	2.188787804
221	2.186370234
222	2.182639378
223	2.177455968
224	2.173553265
225	2.172673822
226	2.171961191
227	2.167649706
228	2.164809081
229	2.160033764
230	2.156001839
231	2.154283221
232	2.152976909
233	2.151745358
234	2.148507298
235	2.145667585
236	2.144714156
237	2.139499116
238	2.134355174
239	2.129416612
240	2.129079728
241	2.124445796
242	2.115993598
243	2.109296674
244	2.105425396
245	2.105129613
246	2.100353083
247	2.09793633
248	2.092411421
249	2.089382568
250	2.08394339
251	2.079985268
252	2.076400284
253	2.073720642
254	2.072288301
255	2.070677127
256	2.065626047
257	2.063274385
258	2.060470478
259	2.057309225
260	2.051816624
261	2.045835006
262	2.042958724
263	2.042591425
264	2.038391593
265	2.034836859
266	2.032066329
267	2.027022662
268	2.023606716
269	2.020329776
270	2.016459877
271	2.015409004
272	2.012374104
273	2.008127908
274	2.006903963
275	2.000789018
276	1.998653725
277	1.994086926
278	1.989402351
279	1.985687108
280	1.983670178
281	1.980554077
282	1.977580864
283	1.972939257
284	1.969694792
285	1.966515154
286	1.961639818
287	1.958800509
288	1.954714572
289	1.95114133
290	1.948128093
291	1.943730275
292	1.941178395
293	1.937699217
294	1.934199154
295	1.930722396
296	1.927621682
297	1.922818036
298	1.919970925
299	1.915895257
300	1.913189587
301	1.909273686
302	1.905368069
303	1.900435564
304	1.898092549
305	1.894022082
306	1.890159185
307	1.887393662
308	1.884386601
309	1.880704112
310	1.878113982
311	1.875970147
312	1.873127274
313	1.871539208
314	1.868885945
315	1.866443948
316	1.862586432
317	1.859565705
318	1.854117841
319	1.852216922
320	1.848235871
321	1.84444008
322	1.842306912
323	1.839071726
324	1.835370591
325	1.833616992
326	1.831711403
327	1.827920849
328	1.825407615
329	1.821119163
330	1.8190231
331	1.814719559
332	1.810816567
333	1.810172397
334	1.807193708
335	1.804838708
336	1.80231474
337	1.797994008
338	1.796587264
339	1.79316158
340	1.788811033
341	1.784993897
342	1.782388613
343	1.778595254
344	1.776051871
345	1.77335649
346	1.77091903
347	1.770743299
348	1.766846999
349	1.762662204
350	1.758125564
351	1.755650754
352	1.752092573
353	1.750510732
354	1.746415552
355	1.742879092
356	1.739711605
357	1.736857362
358	1.73400977
359	1.731340795
360	1.727924584
361	1.725439492
362	1.721859981
363	1.71786862
364	1.71188527
365	1.709325275
366	1.707310899
367	1.703669795
368	1.700486087
369	1.69714643
370	1.694085717
371	1.6908084
372	1.688103941
373	1.686434946
374	1.684156028
375	1.681845293
376	1.679262998
377	1.676649718
378	1.673421298
379	1.671104391
380	1.668373536
381	1.665623476
382	1.66167373
383	1.658971607
384	1.65503496
385	1.65174359
386	1.648539467
387	1.646464552
388	1.643704331
389	1.640834033
390	1.638177141
391	1.635591283
392	1.632087998
393	1.629228952
394	1.626753829
395	1.623704431
396	1.620361721
397	1.617059794
398	1.614090848
399	1.611421105
400	1.609274961
401	1.605856285
402	1.603247267
403	1.601269495
404	1.598467075
405	1.595208396
406	1.593038355
407	1.591274444
408	1.589331234
409	1.585863321
410	1.582398997
411	1.582270017
412	1.579675448
413	1.576678167
414	1.575548015
415	1.575402919
416	1.574503691
417	1.574382157
418	1.570242344
419	1.567071826
420	1.564841881
421	1.562332605
422	1.55988541
423	1.557219302
424	1.555688085
425	1.553006145
426	1.551041508
427	1.547514598
428	1.547369725
429	1.545178657
430	1.542370099
431	1.5389908
432	1.53651378
433	1.534784704
434	1.534654359
435	1.531554381
436	1.528243999
437	1.52515554
438	1.522249014
439	1.519637198
440	1.517674179
441	1.517564095
442	1.515040133
443	1.512349377
444	1.51222777
445	1.508224155
446	1.506996024
447	1.505121997
448	1.502938545
449	1.502836373
450	1.500180664
451	1.497474562
452	1.494649211
453	1.491618224
454	1.490285491
455	1.488052003
456	1.485892799
457	1.483502837
458	1.481385155
459	1.480014194
460	1.478578145
461	1.475502724
462	1.473767333
463	1.471675116
464	1.469142737
465	1.467356604
466	1.465106432
467	1.463222411
468	1.463107864
469	1.462983562
470	1.461638755
471	1.461529824
472	1.459233266
473	1.457212636
474	1.457111159
475	1.45500245
476	1.453402458
477	1.453298853
478	1.451300197
479	1.4488632
480	1.446412839
481	1.444778342
482	1.443417057
483	1.441472236
484	1.438806434
485	1.437428553
486	1.435938143
487	1.435564703
488	1.432969856
489	1.430668004
490	1.429365632
491	1.428141071
492	1.427669068
493	1.426324306
494	1.42340759
495	1.422602082
496	1.422513874
497	1.420237959
498	1.417501142
499	1.415092432
500	1.41479021
501	1.413578917
502	1.412984841
503	1.410437887
504	1.40859949
505	1.406132542
506	1.403710509
507	1.400917168
508	1.399733032
509	1.39871288
510	1.397260154
511	1.394630072
512	1.392404592
513	1.390390161
514	1.389147917
515	1.387705637
516	1.386291064
517	1.38545554
518	1.383847342
519	1.380876302
520	1.379509226
521	1.377353129
522	1.377262001
523	1.375776431
524	1.374353857
525	1.374266459
526	1.372546526
527	1.370263185
528	1.369292776
529	1.366929227
530	1.366753007
531	1.366582736
532	1.364343897
533	1.363477102
534	1.3634102
535	1.361617631
536	1.35934856
537	1.357395695
538	1.357021392
539	1.35451505
540	1.352913846
541	1.350492303
542	1.348530753
543	1.34830381
544	1.348079359
545	1.347999928
546	1.347933806
547	1.345436157
548	1.342558257
549	1.342333989
550	1.339344927
551	1.337573497
552	1.335497824
553	1.334711971
554	1.333427126
555	1.33125656
556	1.330743749
557	1.329532282
558	1.329327303
559	1.326547844
560	1.326483173
561	1.323806255
562	1.323744401
563	1.322581863
564	1.319301748
565	1.319235907
566	1.317028947
567	1.315836574
568	1.313359388
569	1.312142875
570	1.310088478
571	1.308919884
572	1.307953183
573	1.305453014
574	1.305106681
575	1.305002331
576	1.303788562
577	1.302881737
578	1.300904184
579	1.297364169
580	1.295999227
581	1.295836814
582	1.295639944
583	1.295586576
584	1.293866061
585	1.291887682
586	1.290951178
587	1.289379736
588	1.289007135
589	1.287330888
590	1.286916747
591	1.286864319
592	1.285319756
593	1.285010294
594	1.284209675
595	1.282865102
596	1.281376403
597	1.281336254
598	1.280262177
599	1.278320616
600	1.276033854
601	1.274705731
602	1.273159414
603	1.271501243
604	1.269415717
605	1.269335074
606	1.269110389
607	1.268536271
608	1.266819471
609	1.265803817
610	1.26494228
611	1.262200772
612	1.259419146
613	1.259350712
614	1.257898457
615	1.256128225
616	1.254749996
617	1.254633851
618	1.253863134
619	1.252788938
620	1.251185608
621	1.248975626
622	1.247519786
623	1.246629468
624	1.245055964
625	1.243902236
626	1.243729891
627	1.242247893
628	1.240643872
629	1.240375572
630	1.238587747
631	1.238443082
632	1.238414287
633	1.237659616
634	1.236707687
635	1.234807443
636	1.232616532
637	1.229116661
638	1.226926662
639	1.226395142
640	1.226332759
641	1.223650084
642	1.222594316
643	1.220955799
644	1.21976415
645	1.218774122
646	1.217038785
647	1.214283612
648	1.213736633
649	1.211495707
650	1.210425813
651	1.208517998
652	1.207681097
653	1.20682466
654	1.206057724
655	1.205980116
656	1.203217619
657	1.203166658
658	1.202113985
659	1.199696872
660	1.196349735
661	1.19485115
662	1.193720154
663	1.192283972
664	1.190687078
665	1.18862891
666	1.185889783
667	1.184407076
668	1.182868403
669	1.182027095
670	1.181167188
671	1.178058721
672	1.178020549
673	1.1765789
674	1.175354031
675	1.173772316
676	1.172894012
677	1.170345992
678	1.168645062
679	1.166928535
680	1.166899255
681	1.166552542
682	1.164146321
683	1.161073037
684	1.16103188
685	1.158849344
686	1.158596975
687	1.157522931
688	1.155507888
689	1.153670955
690	1.152259007
691	1.150439224
692	1.14929159
693	1.148987339
694	1.148367969
695	1.147378573
696	1.147312613
697	1.147278631
698	1.146874482
699	1.145295859
700	1.145033085
701	1.143133671
702	1.141549727
703	1.140774154
704	1.139240871
705	1.137913179
706	1.136463412
707	1.134745621
708	1.13357956
709	1.133042968
710	1.132986552
711	1.130738422
712	1.130703948
713	1.129457655
714	1.12865163
715	1.127191768
716	1.125183659
717	1.124510203
718	1.122750656
719	1.121474241
720	1.11953739
721	1.118892307
722	1.117292905
723	1.114748261
724	1.1134047
725	1.112973167
726	1.111383068
727	1.110558396
728	1.110536653
729	1.109526787
730	1.108094945
731	1.106849456
732	1.105321395
733	1.104588988
734	1.103090047
735	1.101118729
736	1.101094117
737	1.099123159
738	1.097790368
739	1.096232289
740	1.094309389
741	1.093098265
742	1.092527064
743	1.092053822
744	1.091345634
745	1.090924668
746	1.089760061
747	1.088002513
748	1.086598376
749	1.085451785
750	1.083255822
751	1.082456483
752	1.081411009
753	1.080210179
754	1.079198121
755	1.077437487
756	1.076523005
757	1.075181745
758	1.074818
759	1.073241896
760	1.072106514
761	1.070096492
762	1.06862197
763	1.06705328
764	1.065627692
765	1.064615973
766	1.06317061
767	1.062337628
768	1.062065712
769	1.061861356
770	1.06019044
771	1.059140875
772	1.058724316
773	1.056713655
774	1.055482842
775	1.053851077
776	1.052339047
777	1.051206337
778	1.050135561
779	1.048863807
780	1.048524189
781	1.048168057
782	1.046578069
783	1.045209786
784	1.044561206
785	1.043342363
786	1.041112486
787	1.039997584
788	1.038341971
789	1.037468169
790	1.036503928
791	1.035570424
792	1.034858701
793	1.032515531
794	1.031827869
795	1.030083779
796	1.029512016
797	1.028293408
798	1.027739089
799	1.026717352
800	1.025771894
801	1.024665824
802	1.02344539
803	1.022150034
804	1.019568359
805	1.018350571
806	1.018326368
807	1.018111016
808	1.017912409
809	1.016793992
810	1.015742816
811	1.014690501
812	1.014056132
813	1.012835777
814	1.011885332
815	1.010552798
816	1.010531162
817	1.009600781
818	1.00845697
819	1.006708479
820	1.006125077
821	1.004986882
822	1.003926845
823	1.00284691
824	1.001281402
825	1.000544399
826	0.9996282814
827	0.9993736224
828	0.9985029418
829	0.9980599187
830	0.9965660223
831	0.9954266122
832	0.9946649087
833	0.9940796981
834	0.9933602818
835	0.9912789542
836	0.9899891346
837	0.9894601597
838	0.9882994607
839	0.9875404452
840	0.9865218007
841	0.9862148955
842	0.9838896475
843	0.9837354154
844	0.9835454777
845	0.9824287275
846	0.9814601318
847	0.9800523654
848	0.9790058085
849	0.9779881794
850	0.9771782278
851	0.9761306174
852	0.9761067247
853	0.9746409927
854	0.9746204356
855	0.9745959321
856	0.9739656632
857	0.9732458322
858	0.9717114809
859	0.9706639074
860	0.96962937
861	0.9682265699
862	0.9665884508
863	0.9654963267
864	0.9645531693
865	0.962862932
866	0.9616454332
867	0.9607611753
868	0.9602517956
869	0.9594816351
870	0.9589342961
871	0.9576016801
872	0.9561882232
873	0.954278728
874	0.9538880898
875	0.9530843321
876	0.9518138178
877	0.950274335
878	0.9491590421
879	0.9483325441
880	0.9481919328
881	0.9474316642
882	0.9464556495
883	0.9453719944
884	0.9445614573
885	0.944050383
886	0.9437959629
887	0.9433313255
888	0.9429706768
889	0.9415463658
890	0.9396133814
891	0.9380445593
892	0.9372628215
893	0.9358917016
894	0.9349793161
895	0.9343889177
896	0.9339818442
897	0.9332705295
898	0.9332467934
899	0.9325131661
900	0.9314027313
901	0.9313831683
902	0.9296261814
903	0.9287869982
904	0.927558198
905	0.9263378055
906	0.9248177626
907	0.9239139818
908	0.922588765
909	0.9219173115
910	0.9217567199
911	0.9206006216
912	0.9205392369
913	0.9199956062
914	0.9193924036
915	0.9180877072
916	0.9180721274
917	0.9175883783
918	0.9175727818
919	0.9159647822
920	0.9155963275
921	0.9145367107
922	0.9134943003
923	0.91288109
924	0.9125641646
925	0.9121357938
926	0.9117573152
927	0.9107663469
928	0.9104602995
929	0.9103426349
930	0.9097153022
931	0.9086772109
932	0.9079365738
933	0.9062041374
934	0.9050170794
935	0.9036012818
936	0.9024441888
937	0.9015433799
938	0.9006946941
939	0.8994448516
940	0.897780734
941	0.8973269851
942	0.8960212464
943	0.8957491881
944	0.8948082797
945	0.893648781
946	0.8933166414
947	0.8926569264
948	0.8921897862
949	0.8913249668
950	0.8904955107
951	0.8889741485
952	0.8875549371
953	0.8868561062
954	0.8864825043
955	0.8859288687
956	0.8852047009
957	0.8833960325
958	0.8822903423
959	0.8822770622
960	0.882262526
961	0.8809741507
962	0.8809595683
963	0.8806424248
964	0.8801699243
965	0.8792057058
966	0.878836572
967	0.8779744265
968	0.8772874234
969	0.8760239354
970	0.8749997411
971	0.8742160492
972	0.873347972
973	0.8727751079
974	0.8722397896
975	0.8720963878
976	0.8708092764
977	0.869893583
978	0.8690080012
979	0.8674903087
980	0.8661666236
981	0.8652416372
982	0.8647384359
983	0.8643984778
984	0.8635773939
985	0.8624917524
986	0.8618282337
987	0.8606280697
988	0.8597987051
989	0.8586461113
990	0.8579930282
991	0.8571052715
992	0.8557726712
993	0.854885348
994	0.854134452
995	0.852934753
996	0.8523584554
997	0.8520083549
998	0.8515306741
999	0.8506009211
