iter	RMSE
222	2.170924748
223	2.167446242
224	2.162428819
225	2.159013396
226	2.157143564
227	2.151876982
228	2.147228584
229	2.139940927
230	2.135404354
231	2.132127129
232	2.129173099
233	2.125207891
234	2.120954337
235	2.116360166
236	2.112847134
237	2.108068307
238	2.103761343
239	2.09931146
240	2.094645146
241	2.090057036
242	2.0854876
243	2.082286513
244	2.078080986
245	2.073900782
246	2.070477317
247	2.06560536
248	2.060153864
249	2.056948166
250	2.052627365
251	2.050126065
252	2.046179795
253	2.04247561
254	2.039332136
255	2.036600637
256	2.033572269
257	2.02960904
258	2.024774409
259	2.021225975
260	2.020026452
261	2.014814445
262	2.010970759
263	2.007560431
264	2.002765482
265	1.998762927
266	1.994713445
267	1.990477516
268	1.986767915
269	1.983246234
270	1.979418197
271	1.975322554
272	1.971426596
273	1.966721933
274	1.964371346
275	1.959442465
276	1.956252517
277	1.952380334
278	1.948336016
279	1.942486358
280	1.939361869
281	1.934955591
282	1.930826863
283	1.926385245
284	1.923712736
285	1.913905879
286	1.909103445
287	1.904790812
288	1.899525678
289	1.894935489
290	1.885615631
291	1.883442453
292	1.879213819
293	1.873928292
294	1.871206014
295	1.868319666
296	1.864870294
297	1.860917009
298	1.85771264
299	1.8533322
300	1.848746539
301	1.844517482
302	1.841619705
303	1.839230491
304	1.837870031
305	1.835271025
306	1.834121184
307	1.829701608
308	1.825975966
309	1.821628354
310	1.818770835
311	1.814324001
312	1.811124341
313	1.80828847
314	1.805939673
315	1.804292517
316	1.801184599
317	1.798977542
318	1.796151904
319	1.792725791
320	1.792139371
321	1.790681562
322	1.788139936
323	1.785787495
324	1.782447188
325	1.780783296
326	1.775759251
327	1.772275825
328	1.768652839
329	1.764084199
330	1.75963654
331	1.757552629
332	1.756259993
333	1.753515683
334	1.750871283
335	1.748267802
336	1.744333348
337	1.742906129
338	1.741980887
339	1.738845138
340	1.736575021
341	1.733847209
342	1.73103665
343	1.72878733
344	1.726847707
345	1.723569233
346	1.719885406
347	1.716420445
348	1.714513592
349	1.710611761
350	1.706932233
351	1.70591783
352	1.704285643
353	1.700906183
354	1.696931577
355	1.693422403
356	1.687951103
357	1.687052481
358	1.683085675
359	1.682234306
360	1.680931154
361	1.677889655
362	1.674218501
363	1.669975802
364	1.66600935
365	1.664784068
366	1.662115729
367	1.66134638
368	1.660021627
369	1.657894687
370	1.653980356
371	1.650568082
372	1.648118227
373	1.644075092
374	1.643492141
375	1.63982049
376	1.637000904
377	1.634174774
378	1.630576622
379	1.625876958
380	1.625298105
381	1.62513633
382	1.621182559
383	1.617958853
384	1.614035848
385	1.612792097
386	1.611059455
387	1.607270271
388	1.605589086
389	1.602673541
390	1.599854674
391	1.599673372
392	1.598595826
393	1.591822722
394	1.588219515
395	1.585403386
396	1.581199032
397	1.577298445
398	1.57508723
399	1.574206751
400	1.571298351
401	1.569228529
402	1.566445952
403	1.563730282
404	1.562768475
405	1.559580359
406	1.556392576
407	1.552498645
408	1.54990817
409	1.546638202
410	1.540306622
411	1.539250925
412	1.535490314
413	1.533092221
414	1.530538907
415	1.526802676
416	1.524941358
417	1.521305509
418	1.520423841
419	1.517686215
420	1.517415297
421	1.512877229
422	1.509903377
423	1.508597617
424	1.505143613
425	1.501878398
426	1.501069115
427	1.499141477
428	1.495430297
429	1.49294892
430	1.4894756
431	1.487226461
432	1.485027212
433	1.481534485
434	1.479917639
435	1.474586604
436	1.473368302
437	1.472323873
438	1.470943189
439	1.465711627
440	1.46411909
441	1.462058639
442	1.461581028
443	1.460566358
444	1.457216453
445	1.452718361
446	1.448709664
447	1.447948636
448	1.447177583
449	1.444428117
450	1.44152856
451	1.438793999
452	1.434657275
453	1.430632666
454	1.428487516
455	1.425670616
456	1.423040191
457	1.420806355
458	1.417701409
459	1.415538846
460	1.413925504
461	1.411849645
462	1.41122345
463	1.408738126
464	1.405758666
465	1.405340262
466	1.401665579
467	1.398896159
468	1.397251697
469	1.394473906
470	1.392398384
471	1.388110376
472	1.387012935
473	1.383601003
474	1.380616448
475	1.380299823
476	1.377643244
477	1.373756638
478	1.372355362
479	1.369782282
480	1.368960365
481	1.366025611
482	1.362679066
483	1.361530675
484	1.359196352
485	1.355140174
486	1.352361697
487	1.351780931
488	1.348669304
489	1.346688541
490	1.34291599
491	1.340001607
492	1.337044852
493	1.334390707
494	1.33254196
495	1.331625522
496	1.32851755
497	1.326312562
498	1.32556674
499	1.323139587
500	1.320596225
501	1.31859092
502	1.317485412
503	1.317278479
504	1.314899309
505	1.313333073
506	1.312549961
507	1.311125729
508	1.310115496
509	1.307518686
510	1.306797331
511	1.304443892
512	1.303628837
513	1.301307293
514	1.300670753
515	1.298002498
516	1.295591775
517	1.293648481
518	1.292512193
519	1.28816226
520	1.285713885
521	1.283684585
522	1.280458433
523	1.278771992
524	1.277273836
525	1.27664415
526	1.274899837
527	1.272297072
528	1.270681068
529	1.268374621
530	1.266690094
531	1.264925112
532	1.262698035
533	1.260987049
534	1.25962425
535	1.257756217
536	1.256033513
537	1.253746858
538	1.250872149
539	1.248522681
540	1.245975179
541	1.242548356
542	1.240747316
543	1.238639306
544	1.238544639
545	1.236992093
546	1.234779928
547	1.232275253
548	1.229926513
549	1.22787732
550	1.225459771
551	1.223679112
552	1.221243061
553	1.219469769
554	1.217659125
555	1.215431916
556	1.212458115
557	1.210766454
558	1.208655962
559	1.20675599
560	1.206037619
561	1.203801743
562	1.202057258
563	1.200224935
564	1.197731672
565	1.194883102
566	1.193528332
567	1.192116033
568	1.190077558
569	1.188854797
570	1.188334692
571	1.185730117
572	1.183752137
573	1.181665941
574	1.17949869
575	1.178869146
576	1.176932163
577	1.17473408
578	1.17391094
579	1.173330277
580	1.171383886
581	1.16851672
582	1.166531704
583	1.165505785
584	1.164823885
585	1.162643013
586	1.16157818
587	1.158867382
588	1.158029847
589	1.155642752
590	1.153790097
591	1.151702535
592	1.148789989
593	1.145571481
594	1.144984185
595	1.143652882
596	1.142241728
597	1.140466544
598	1.138550121
599	1.136869718
600	1.135503184
601	1.133928981
602	1.131761297
603	1.130503809
604	1.126388319
605	1.124858762
606	1.123697626
607	1.121503894
608	1.12119924
609	1.120498796
610	1.118964438
611	1.117131452
612	1.114554722
613	1.113271309
614	1.111838288
615	1.110062259
616	1.107342794
617	1.105957784
618	1.105359349
619	1.104027012
620	1.102990462
621	1.101201463
622	1.098514713
623	1.097398844
624	1.095563258
625	1.094908257
626	1.094126158
627	1.093158394
628	1.092155052
629	1.090802958
630	1.089671804
631	1.087907043
632	1.08546715
633	1.084367125
634	1.083125047
635	1.081013784
636	1.079531269
637	1.077079005
638	1.076162527
639	1.074892099
640	1.072469772
641	1.071469574
642	1.068403453
643	1.067359936
644	1.06462905
645	1.062381338
646	1.061119349
647	1.059649705
648	1.058680796
649	1.058510017
650	1.057547395
651	1.054589865
652	1.053030449
653	1.051746819
654	1.050838607
655	1.049527058
656	1.047202032
657	1.047131143
658	1.046526275
659	1.045662397
660	1.044866451
661	1.043306447
662	1.040757351
663	1.039125385
664	1.037875913
665	1.037036304
666	1.036039536
667	1.034897074
668	1.034030348
669	1.032360582
670	1.030990671
671	1.030935463
672	1.029149789
673	1.028207672
674	1.027258499
675	1.027172304
676	1.02620492
677	1.024139075
678	1.022127072
679	1.021649109
680	1.020462229
681	1.019024103
682	1.018455464
683	1.016131488
684	1.015259885
685	1.014926331
686	1.013423017
687	1.01334196
688	1.010610811
689	1.009210933
690	1.007273788
691	1.006336123
692	1.004868411
693	1.003529789
694	1.00191635
695	1.000190528
696	0.9981311171
697	0.9980629546
698	0.997840168
699	0.9977979849
700	0.9977491418
701	0.9977083331
702	0.9976652041
703	0.9968595254
704	0.9965303386
705	0.9955074693
706	0.9954325289
707	0.9953961348
708	0.9943737501
709	0.9919621139
710	0.9910425092
711	0.9885727177
712	0.9884348514
713	0.9883981242
714	0.9879531452
715	0.9871703855
716	0.9870960788
717	0.9861060197
718	0.9854344034
719	0.9838509742
720	0.9826319978
721	0.9825979078
722	0.9815503987
723	0.9799266559
724	0.9789536015
725	0.9775960768
726	0.9754099128
727	0.9731303207
728	0.9727991825
729	0.9705665159
730	0.9695623469
731	0.9677180007
732	0.9668193292
733	0.9655835207
734	0.9647740557
735	0.9625171144
736	0.9624782629
737	0.9607448877
738	0.9594080187
739	0.9582326314
740	0.957877374
741	0.9555719436
742	0.955339446
743	0.9551737764
744	0.9525919626
745	0.9514305583
746	0.9495343104
747	0.948766758
748	0.9473575962
749	0.9461603167
750	0.9445007526
751	0.9428536324
752	0.9419042423
753	0.9408044436
754	0.9396462636
755	0.9381300202
756	0.9380469413
757	0.9372183082
758	0.9359259706
759	0.9348268572
760	0.9341157257
761	0.9322538393
762	0.9300176975
763	0.9291707529
764	0.9273023535
765	0.926674035
766	0.9266274985
767	0.9262445426
768	0.9245095824
769	0.9243421544
770	0.9232529244
771	0.9211725926
772	0.9203570736
773	0.9182907896
774	0.9170131487
775	0.9156742128
776	0.9144861386
777	0.9132093213
778	0.9113227921
779	0.9104515686
780	0.9094525569
781	0.9085544539
782	0.9076438515
783	0.906328954
784	0.9057173205
785	0.9043102995
786	0.9030665408
787	0.9017184266
788	0.8996922149
789	0.8989686554
790	0.8980684633
791	0.8970056841
792	0.8968068219
793	0.8953483315
794	0.8933755994
795	0.8920033114
796	0.8909320969
797	0.8899184109
798	0.8889805403
799	0.8882046965
800	0.887196335
801	0.886678093
802	0.885696085
803	0.8856215226
804	0.8854275568
805	0.8848799934
806	0.8835293704
807	0.881904814
808	0.8809925165
809	0.8796348986
810	0.8785397938
811	0.8775090404
812	0.8769581179
813	0.8762084582
814	0.8761882494
815	0.8744887349
816	0.8742387867
817	0.8731107431
818	0.8717819279
819	0.8706847087
820	0.870655289
821	0.8697919247
822	0.8695076985
823	0.8689268333
824	0.8677924804
825	0.8668303586
826	0.8659323678
827	0.8650511515
828	0.8650300391
829	0.8634159432
830	0.8629766706
831	0.8615342617
832	0.8607906609
833	0.8599327495
834	0.8590133751
835	0.8583836202
836	0.8573976696
837	0.8569852434
838	0.8559749921
839	0.8552085752
840	0.8544370263
841	0.8531249298
842	0.8523642789
843	0.8514143091
844	0.8507127632
845	0.8484901783
846	0.846674488
847	0.8448026487
848	0.8441268096
849	0.8435639242
850	0.8425482108
851	0.8414111481
852	0.8405077064
853	0.8397958323
854	0.8390182109
855	0.8379541622
856	0.8371592959
857	0.8361162538
858	0.8349225462
859	0.8339758832
860	0.8320190421
861	0.831975338
862	0.83092239
863	0.8308947776
864	0.8295035938
865	0.829487753
866	0.8287895933
867	0.8279533849
868	0.8268328986
869	0.8255953236
870	0.8242404575
871	0.8232521808
872	0.8232304799
873	0.8222350951
874	0.8205766447
875	0.8195863533
876	0.8189927471
877	0.8176600241
878	0.8170979964
879	0.8163622937
880	0.8149227455
881	0.8133433166
882	0.812668809
883	0.8114782658
884	0.8106400284
885	0.8094990875
886	0.808309122
887	0.8075834502
888	0.8064431027
889	0.8054916063
890	0.8045711619
891	0.8029734405
892	0.8026307198
893	0.8022366496
894	0.8013184157
895	0.8002903859
896	0.7996959719
897	0.7990167989
898	0.797752371
899	0.7971661989
900	0.797036207
901	0.7963488389
902	0.7956504287
903	0.7942051189
904	0.7934751535
905	0.7929231366
906	0.7915951768
907	0.7907057953
908	0.7894496155
909	0.7888528754
910	0.7870589844
911	0.7855459482
912	0.7849389215
913	0.7842740805
914	0.7834833916
915	0.7827215544
916	0.782183029
917	0.7817768575
918	0.7805753613
919	0.7793262017
920	0.7777188945
921	0.7767188062
922	0.7752722352
923	0.7746391725
924	0.7733173391
925	0.772665457
926	0.7712971914
927	0.7702050006
928	0.7691564442
929	0.768477079
930	0.7677614646
931	0.7666517122
932	0.7652632132
933	0.7644115598
934	0.7639564805
935	0.7635413492
936	0.7634408405
937	0.7626794219
938	0.7626686716
939	0.7617312058
940	0.760606692
941	0.7597872005
942	0.7588372231
943	0.758208687
944	0.757681148
945	0.7572889078
946	0.7564873812
947	0.7555595564
948	0.7547068916
949	0.7538438483
950	0.7532092425
951	0.7516572463
952	0.7508721274
953	0.7501729092
954	0.7486146532
955	0.7474043392
956	0.746697139
957	0.7459054003
958	0.7449062206
959	0.7448384189
960	0.7439817099
961	0.7427838862
962	0.7419479115
963	0.7410927668
964	0.7400719559
965	0.7395007047
966	0.7388095666
967	0.7375147931
968	0.735782568
969	0.7344208141
970	0.7336388957
971	0.7330815481
972	0.7326408697
973	0.7318267968
974	0.7318109837
975	0.7305647629
976	0.7297886894
977	0.729204357
978	0.7284834296
979	0.7281928346
980	0.727770817
981	0.7270089502
982	0.7267915922
983	0.7253345736
984	0.7247586463
985	0.7247424729
986	0.7236655993
987	0.7227565649
988	0.7227375919
989	0.7219396688
990	0.7210290302
991	0.7202419362
992	0.7192574441
993	0.7178914172
994	0.7170142395
995	0.7167380903
996	0.716160762
997	0.7155457496
998	0.7147434469
999	0.7141986473
